player_name,league,total_runs,balls_faced,batting_matches_played,innings_played,times_dismissed,batting_average,strike_rate,fours,sixes,boundary_percentage,wickets,balls_bowled,runs_conceded,bowling_matches_played,innings_bowled,overs_bowled,economy_rate,bowling_average,bowling_strike_rate,wickets_per_match,recent_strike_rate,recent_batting_average,recent_runs_per_match,recent_economy_rate,recent_wickets_per_match,has_batting_record,has_bowling_record,has_dismissal,has_wicket,role,bat_bowl_ratio,batting_credit_raw,bowling_credit_raw,role_credit,total_matches,reliability_weight,role_credit_reliable,recent_form_score,final_raw_score,performance_credit
GL van Buuren,T20_Blast,494.0,377.0,32.0,32.0,24.0,20.58,131.03,35.0,20.0,14.59,32.0,717.0,951.0,44.0,44.0,119.5,7.96,29.72,22.41,0.73,121.14,21.2,15.14,8.15,0.67,1,1,1.0,1,All-Rounder,0.73,31.0663,54.6982,44.7468,44.0,0.6667,29.8327,41.3167,32.7037,48.13
GLS Scrimshaw,T20_Blast,20.0,37.0,8.0,8.0,1.0,20.0,54.05,0.0,0.0,0.0,66.0,958.0,1393.0,46.0,46.0,159.67,8.72,21.11,14.52,1.43,53.57,15.0,3.75,8.99,1.53,1,1,1.0,1,Bowler,0.17,12.6094,61.6363,61.6363,46.0,0.697,42.9605,75.321,51.0506,58.1
GO Jones,T20_Blast,267.0,180.0,13.0,13.0,10.0,26.7,148.33,23.0,12.0,19.44,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,13.0,37.0217,0.0,40.7239,13.0,0.197,8.0226,0.0,6.017,7.46
GP Smith,T20_Blast,714.0,580.0,28.0,28.0,25.0,28.56,123.1,74.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,28.0,33.7353,0.0,33.7353,28.0,0.4242,14.3105,0.0,10.7329,15.99
GR Breese,T20_Blast,58.0,54.0,7.0,7.0,4.0,14.5,107.41,6.0,2.0,14.81,12.0,206.0,213.0,11.0,11.0,34.33,6.2,17.75,17.17,1.09,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.64,24.6042,54.0118,54.0118,11.0,0.1667,9.0038,0.0,6.7528,4.07
GR Napier,T20_Blast,165.0,98.0,17.0,17.0,12.0,13.75,168.37,7.0,14.0,21.43,41.0,755.0,1134.0,34.0,34.0,125.83,9.01,27.66,18.41,1.21,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.5,35.6536,55.666,55.666,34.0,0.5152,28.6791,0.0,21.5093,22.07
GS Ballance,T20_Blast,616.0,486.0,36.0,36.0,34.0,18.12,126.75,49.0,23.0,14.81,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,36.0,30.1269,0.0,30.1269,36.0,0.5455,16.4342,0.0,12.3256,18.69
GS Sandhu,BBL,110.0,113.0,23.0,23.0,12.0,9.17,97.35,8.0,3.0,9.73,74.0,1387.0,1843.0,72.0,72.0,231.17,7.97,24.91,18.74,1.03,104.44,11.75,5.88,7.88,1.07,1,1,1.0,1,Bowler,0.32,19.2116,63.4743,63.4743,72.0,0.8571,54.4038,64.0894,56.8252,65.14
GT Griffiths,T20_Blast,55.0,61.0,17.0,17.0,3.0,18.33,90.16,3.0,2.0,8.2,52.0,968.0,1415.0,56.0,56.0,161.33,8.77,27.21,18.62,0.93,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.3,20.6297,58.1057,58.1057,56.0,0.8485,49.3027,0.0,36.977,40.93
Ghulam Mudassar,PSL,1.0,3.0,2.0,2.0,1.0,1.0,33.33,0.0,0.0,0.0,11.0,226.0,386.0,11.0,11.0,37.67,10.25,35.09,20.55,1.0,0.0,0.0,0.0,11.35,1.0,1,1,1.0,1,Bowler,0.18,3.1589,47.6698,47.6698,11.0,0.2037,9.7103,58.2592,21.8475,22.48
Gurkeerat Singh,IPL,511.0,422.0,32.0,32.0,24.0,21.29,121.09,55.0,11.0,15.64,5.0,78.0,97.0,6.0,6.0,13.0,7.46,19.4,15.6,0.83,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,5.33,30.5733,51.1936,30.5733,32.0,0.3137,9.5908,0.0,7.1931,9.98
H Davids,CPL,225.0,212.0,15.0,15.0,13.0,17.31,106.13,16.0,6.0,10.38,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,15.0,23.8845,0.0,23.8845,15.0,0.2083,4.9751,0.0,3.7313,4.1
H Kerr,BBL,385.0,305.0,29.0,29.0,21.0,18.33,126.23,22.0,13.0,11.48,54.0,911.0,1277.0,48.0,48.0,151.83,8.41,23.65,16.87,1.12,122.35,16.0,12.24,8.93,0.97,1,1,1.0,1,All-Rounder,0.6,27.8591,59.2903,47.4533,48.0,0.5714,27.1148,43.0058,31.0876,45.47
H Kerr,T20_Blast,129.0,97.0,8.0,8.0,7.0,18.43,132.99,9.0,3.0,12.37,15.0,237.0,361.0,13.0,13.0,39.5,9.14,24.07,15.8,1.15,132.99,18.43,16.12,9.14,1.15,1,1,1.0,1,Bowler,0.62,28.3861,50.9049,50.9049,13.0,0.197,10.0283,64.8344,23.7298,24.78
H Klaasen,IPL,993.0,590.0,32.0,32.0,26.0,38.19,168.31,56.0,64.0,20.34,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,173.92,44.14,35.65,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,32.0,46.3504,0.0,50.9854,32.0,0.3137,15.9941,57.0786,26.2652,43.48
HC Brook,IPL,190.0,154.0,11.0,11.0,9.0,21.11,123.38,23.0,4.0,17.53,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,123.38,21.11,17.27,38.82,0.0,1,0,1.0,0,Batsman,11.0,30.6866,0.0,30.6866,11.0,0.1078,3.308,31.2036,10.2819,15.22
HC Brook,T20_Blast,1399.0,926.0,48.0,48.0,37.0,37.81,151.08,108.0,64.0,18.57,1.0,12.0,26.0,2.0,2.0,2.0,13.0,26.0,12.0,0.5,163.91,39.64,36.33,38.82,0.0,1,1,1.0,1,Batsman,24.0,44.4265,44.1079,44.4265,48.0,0.7273,32.3114,54.6615,37.8989,62.11
HD Rutherford,T20_Blast,1032.0,732.0,40.0,40.0,39.0,26.46,140.98,107.0,42.0,20.36,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,88.66,10.75,10.75,38.82,0.0,1,0,1.0,0,Batsman,40.0,38.8016,0.0,38.8016,40.0,0.6061,23.5176,19.5254,22.5196,36.0
HD Ward,T20_Blast,792.0,553.0,37.0,37.0,34.0,23.29,143.22,83.0,34.0,21.16,1.0,13.0,16.0,2.0,2.0,2.17,7.37,16.0,13.0,0.5,147.03,24.79,22.47,7.37,0.5,1,1,1.0,1,Batsman,18.5,37.5967,50.9201,37.5967,37.0,0.5606,21.0767,38.203,25.3583,40.82
HE Dearden,T20_Blast,339.0,324.0,19.0,19.0,17.0,19.94,104.63,23.0,8.0,9.57,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,19.0,24.5967,0.0,24.5967,19.0,0.2879,7.0814,0.0,5.311,6.79
HE van der Dussen,PSL,512.0,351.0,13.0,13.0,11.0,46.55,145.87,41.0,18.0,16.81,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,145.87,46.55,39.38,38.82,0.0,1,0,1.0,0,Batsman,13.0,43.2496,0.0,43.2496,13.0,0.2407,10.4102,57.7823,22.2532,35.55
HF Gurney,BBL,1.0,3.0,3.0,3.0,1.0,1.0,33.33,0.0,0.0,0.0,13.0,288.0,385.0,13.0,13.0,48.0,8.02,29.62,22.15,1.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.23,3.1589,50.9437,50.9437,13.0,0.1548,7.8861,0.0,5.9146,3.05
HF Gurney,T20_Blast,19.0,18.0,9.0,9.0,4.0,4.75,105.56,3.0,0.0,16.67,101.0,1645.0,2276.0,75.0,75.0,274.17,8.3,22.53,16.29,1.35,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.12,21.6681,68.7077,68.7077,75.0,1.0,68.7077,0.0,51.5308,58.68
HG Kuhn,T20_Blast,715.0,536.0,32.0,32.0,24.0,29.79,133.4,60.0,14.0,13.81,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,32.0,34.9507,0.0,34.9507,32.0,0.4848,16.9441,0.0,12.7081,19.34
HH Gibbs,BBL,488.0,347.0,15.0,15.0,14.0,34.86,140.63,59.0,14.0,21.04,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,15.0,40.3425,0.0,40.3425,15.0,0.1786,7.2052,0.0,5.4039,6.94
HH Gibbs,IPL,886.0,807.0,36.0,36.0,32.0,27.69,109.79,83.0,31.0,14.13,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,36.0,31.8357,0.0,31.8357,36.0,0.3529,11.2348,0.0,8.4261,12.07
HH Pandya,IPL,2534.0,1739.0,128.0,128.0,89.0,28.47,145.72,189.0,137.0,18.75,64.0,1418.0,2150.0,93.0,93.0,236.33,9.1,33.59,22.16,0.69,135.35,30.85,24.4,9.15,0.67,1,1,1.0,1,All-Rounder,1.38,44.0598,59.3361,50.4881,128.0,1.0,50.4881,46.3286,49.4482,75.65
HJ Nielsen,BBL,459.0,385.0,30.0,30.0,22.0,20.86,119.22,40.0,7.0,12.21,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,130.2,24.25,16.17,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,30.0,28.4166,0.0,31.2583,30.0,0.3571,11.1623,32.4865,16.4934,26.1
HJ Swindells,T20_Blast,514.0,454.0,29.0,29.0,26.0,19.77,113.22,45.0,6.0,11.23,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,113.28,16.11,14.5,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,29.0,26.9693,0.0,29.6662,29.0,0.4394,13.0353,26.4253,16.3828,25.9
HJH Brookes,T20_Blast,191.0,152.0,27.0,27.0,16.0,11.94,125.66,17.0,7.0,15.79,57.0,990.0,1548.0,49.0,49.0,165.0,9.38,27.16,17.37,1.16,131.08,13.86,6.06,9.96,1.04,1,1,1.0,1,All-Rounder,0.55,26.9349,58.4824,47.2736,49.0,0.7424,35.0959,41.412,36.6749,54.65
HJH Marshall,T20_Blast,851.0,621.0,33.0,33.0,31.0,27.45,137.04,89.0,15.0,16.75,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,33.0,36.3919,0.0,36.3919,33.0,0.5,18.196,0.0,13.647,20.94
HM Amla,CPL,482.0,406.0,17.0,17.0,17.0,28.35,118.72,37.0,12.0,12.07,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,17.0,31.003,0.0,31.003,17.0,0.2361,7.3198,0.0,5.4898,7.09
HM Amla,IPL,577.0,407.0,16.0,16.0,13.0,44.38,141.77,60.0,21.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,16.0,43.5973,0.0,43.5973,16.0,0.1569,6.8404,0.0,5.1303,6.48
HM Amla,T20_Blast,523.0,434.0,16.0,16.0,14.0,37.36,120.51,56.0,8.0,14.75,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,16.0,35.7948,0.0,35.7948,16.0,0.2424,8.6767,0.0,6.5075,8.82
HNA Conway,BBL,16.0,19.0,5.0,5.0,3.0,5.33,84.21,1.0,0.0,5.26,20.0,481.0,682.0,23.0,23.0,80.17,8.51,34.1,24.05,0.87,88.89,8.0,4.0,10.41,0.67,1,1,1.0,1,Bowler,0.22,13.7755,51.2732,51.2732,23.0,0.2738,14.0386,50.3644,23.12,24.03
HR Shokeen,IPL,66.0,65.0,5.0,5.0,3.0,22.0,101.54,9.0,0.0,13.85,5.0,204.0,314.0,13.0,13.0,34.0,9.24,62.8,40.8,0.38,101.54,22.0,13.2,9.24,0.38,1,1,1.0,1,Bowler,0.38,26.0696,44.0965,44.0965,13.0,0.1275,5.6223,43.8162,15.1708,14.34
HR Walsh,CPL,111.0,93.0,11.0,11.0,7.0,15.86,119.35,4.0,7.0,11.83,36.0,614.0,808.0,35.0,35.0,102.33,7.9,22.44,17.06,1.03,166.67,12.5,8.33,7.13,0.6,1,1,1.0,1,Bowler,0.31,25.4048,56.4326,56.4326,35.0,0.4861,27.4319,52.1786,33.6186,36.84
HR Walsh,T20_Blast,31.0,23.0,6.0,6.0,4.0,7.75,134.78,2.0,2.0,17.39,6.0,248.0,302.0,13.0,13.0,41.33,7.31,50.33,41.33,0.46,134.78,7.75,5.17,7.31,0.46,1,1,1.0,1,Bowler,0.46,26.8834,47.7377,47.7377,13.0,0.197,9.4043,48.1738,19.0967,19.13
HRC Came,T20_Blast,567.0,429.0,25.0,25.0,25.0,22.68,132.17,61.0,13.0,17.25,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,140.62,25.71,25.71,38.82,0.0,1,0,1.0,0,Batsman,25.0,33.4244,0.0,33.4244,25.0,0.3788,12.6612,40.0019,19.4964,30.87
HT Crocombe,T20_Blast,21.0,21.0,8.0,8.0,1.0,21.0,100.0,0.0,1.0,4.76,14.0,258.0,464.0,17.0,17.0,43.0,10.79,33.14,18.43,0.82,100.0,21.0,2.62,10.6,0.88,1,1,1.0,1,Bowler,0.47,21.135,47.9591,47.9591,17.0,0.2576,12.3543,55.8506,23.2284,24.17
HTRY Thornton,BBL,44.0,55.0,8.0,8.0,4.0,11.0,80.0,2.0,1.0,5.45,49.0,671.0,970.0,32.0,32.0,111.83,8.67,19.8,13.69,1.53,80.0,11.0,5.5,8.76,1.46,1,1,1.0,1,Bowler,0.25,15.4087,58.5298,58.5298,32.0,0.381,22.2999,73.681,35.1452,38.7
HV Patel,IPL,249.0,203.0,37.0,37.0,27.0,9.22,122.66,16.0,15.0,15.27,135.0,2162.0,3148.0,103.0,103.0,360.33,8.74,23.32,16.01,1.31,96.88,6.2,4.77,8.95,1.36,1,1,1.0,1,Bowler,0.36,25.5244,74.8084,74.8084,103.0,1.0,74.8084,70.7509,73.794,85.83
HW Podmore,T20_Blast,37.0,64.0,9.0,9.0,7.0,5.29,57.81,0.0,0.0,0.0,23.0,433.0,665.0,24.0,24.0,72.17,9.21,28.91,18.83,0.96,0.0,0.0,0.0,11.5,0.0,1,1,1.0,1,Bowler,0.38,7.9549,51.8019,51.8019,24.0,0.3636,18.8352,30.94,21.8614,22.5
HWR Cartwright,BBL,1944.0,1563.0,95.0,95.0,70.0,27.77,124.38,151.0,73.0,14.33,4.0,80.0,169.0,8.0,8.0,13.33,12.68,42.25,20.0,0.5,124.29,27.5,20.0,38.82,0.0,1,1,1.0,1,Batsman,11.88,37.1469,43.0142,37.1469,95.0,1.0,37.1469,35.6827,36.7808,60.21
HZ Finch,T20_Blast,331.0,312.0,23.0,23.0,17.0,19.47,106.09,29.0,4.0,10.58,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,104.26,49.0,12.25,38.82,0.0,1,0,1.0,0,Batsman,23.0,25.0661,0.0,25.0661,23.0,0.3485,8.7355,38.0758,16.0706,25.05
Haider Ali,PSL,769.0,564.0,40.0,40.0,34.0,22.62,136.35,71.0,36.0,18.97,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,125.09,21.41,17.33,38.82,0.0,1,0,1.0,0,Batsman,40.0,35.3771,0.0,35.3771,40.0,0.7407,26.2038,31.5279,27.5348,44.51
Haider Ali,T20_Blast,335.0,243.0,14.0,14.0,13.0,25.77,137.86,24.0,16.0,16.46,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,137.86,25.77,23.93,38.82,0.0,1,0,1.0,0,Batsman,14.0,34.1596,0.0,34.1596,14.0,0.2121,7.2453,38.6636,15.0999,23.4
Hammad Azam,PSL,94.0,95.0,11.0,11.0,8.0,11.75,98.95,7.0,1.0,8.42,0.0,43.0,77.0,4.0,4.0,7.17,10.74,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,0,Batsman,2.75,19.6685,24.3482,19.6685,11.0,0.2037,4.0065,0.0,3.0049,2.87
Harbhajan Singh,IPL,833.0,604.0,88.0,88.0,53.0,15.72,137.91,79.0,42.0,20.03,150.0,3416.0,4030.0,160.0,160.0,569.33,7.08,26.87,22.77,0.94,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.55,33.837,78.9455,62.941,160.0,1.0,62.941,0.0,47.2058,71.97
Haris Rauf,BBL,17.0,23.0,4.0,4.0,3.0,5.67,73.91,1.0,1.0,8.7,36.0,455.0,588.0,22.0,22.0,75.83,7.75,16.33,12.64,1.64,50.0,8.0,8.0,8.0,1.5,1,1,1.0,1,Bowler,0.18,14.1706,57.3319,57.3319,22.0,0.2619,15.0152,75.6277,30.1683,32.63
Haris Rauf,PSL,91.0,75.0,15.0,15.0,12.0,7.58,121.33,5.0,8.0,17.33,66.0,1285.0,1950.0,57.0,57.0,214.17,9.1,29.55,19.47,1.16,102.5,6.83,5.12,9.21,1.17,1,1,1.0,1,Bowler,0.26,25.2415,60.2226,60.2226,57.0,1.0,60.2226,65.2981,61.4915,70.83
Haris Sohail,PSL,153.0,178.0,11.0,11.0,9.0,17.0,85.96,11.0,2.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,11.0,19.5022,0.0,19.5022,11.0,0.2037,3.9726,0.0,2.9794,2.83
Harmeet Singh,IPL,18.0,12.0,4.0,4.0,4.0,4.5,150.0,3.0,0.0,25.0,27.0,549.0,731.0,28.0,28.0,91.5,7.99,27.07,20.33,0.96,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.14,31.2166,54.0184,54.0184,28.0,0.2745,14.8281,0.0,11.1211,9.4
Harpreet Brar,IPL,233.0,190.0,24.0,24.0,11.0,21.18,122.63,19.0,9.0,14.74,25.0,679.0,895.0,39.0,39.0,113.17,7.91,35.8,27.16,0.64,124.17,13.55,8.28,8.22,0.69,1,1,1.0,1,All-Rounder,0.62,29.4465,52.635,43.8002,39.0,0.3824,16.7492,37.9458,22.0484,30.61
Harshit Rana,IPL,2.0,3.0,3.0,3.0,2.0,1.0,66.67,0.0,0.0,0.0,25.0,385.0,581.0,19.0,19.0,64.17,9.05,23.24,15.4,1.32,66.67,1.0,0.67,9.05,1.32,1,1,1.0,1,Bowler,0.16,7.4778,53.0474,53.0474,19.0,0.1863,9.8827,69.5517,24.8,26.08
Hasan Ali,PSL,251.0,183.0,38.0,38.0,28.0,8.96,137.16,20.0,11.0,16.94,108.0,1852.0,2479.0,81.0,81.0,308.67,8.03,22.95,17.15,1.33,108.0,8.1,5.79,9.41,1.33,1,1,1.0,1,Bowler,0.47,28.0952,70.2898,70.2898,81.0,1.0,70.2898,69.4155,70.0712,81.29
Hasan Ali,T20_Blast,32.0,30.0,6.0,6.0,5.0,6.4,106.67,1.0,2.0,10.0,19.0,211.0,282.0,10.0,10.0,35.17,8.02,14.84,11.11,1.9,106.67,6.4,5.33,8.02,1.9,1,1,1.0,1,Bowler,0.6,19.3226,53.9301,53.9301,10.0,0.1515,8.1704,86.4648,27.744,29.67
Haseebullah Khan,PSL,177.0,124.0,12.0,12.0,11.0,16.09,142.74,18.0,8.0,20.97,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,142.74,16.09,14.75,38.82,0.0,1,0,1.0,0,Batsman,12.0,32.9848,0.0,32.9848,12.0,0.2222,7.3292,29.3339,12.8304,19.55
Hassan Khan,PSL,137.0,123.0,17.0,17.0,9.0,15.22,111.38,8.0,3.0,8.94,16.0,464.0,583.0,28.0,28.0,77.33,7.54,36.44,29.0,0.57,95.24,20.0,10.0,10.34,0.0,1,1,1.0,1,Bowler,0.61,22.8796,51.1673,51.1673,28.0,0.5185,26.5302,32.2537,27.9611,29.94
Hazratullah,PSL,382.0,250.0,12.0,12.0,12.0,31.83,152.8,45.0,18.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,125.0,24.29,24.29,38.82,0.0,1,0,1.0,0,Batsman,12.0,42.4584,0.0,42.4584,12.0,0.2222,9.4343,37.0563,16.3398,25.51
Hussain Talat,PSL,965.0,793.0,50.0,50.0,42.0,22.98,121.69,80.0,27.0,13.49,15.0,306.0,463.0,24.0,24.0,51.0,9.08,30.87,20.4,0.62,129.1,23.07,19.22,8.08,0.73,1,1,1.0,1,Batsman,2.08,31.6609,50.1291,31.6609,50.0,0.9259,29.3148,33.7782,30.4306,49.43
I Khan,CPL,83.0,87.0,12.0,12.0,8.0,10.38,95.4,7.0,1.0,9.2,27.0,465.0,473.0,26.0,26.0,77.5,6.1,17.52,17.22,1.04,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.46,19.0548,57.0661,57.0661,26.0,0.3611,20.6066,0.0,15.455,14.69
I Sharma,IPL,57.0,69.0,21.0,21.0,6.0,9.5,82.61,4.0,2.0,8.7,92.0,2309.0,3172.0,110.0,110.0,384.83,8.24,34.48,25.1,0.84,25.0,2.0,0.67,9.06,1.18,1,1,1.0,1,Bowler,0.19,16.774,65.5431,65.5431,110.0,1.0,65.5431,65.7395,65.5922,75.83
I Udana,IPL,15.0,11.0,4.0,4.0,3.0,5.0,136.36,1.0,1.0,18.18,8.0,174.0,282.0,10.0,10.0,29.0,9.72,35.25,21.75,0.8,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.4,26.4356,47.5904,47.5904,10.0,0.098,4.6639,0.0,3.4979,0.1
IA Cockbain,T20_Blast,2923.0,2174.0,105.0,105.0,85.0,34.39,134.45,251.0,100.0,16.15,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,111.72,14.73,14.73,38.82,0.0,1,0,1.0,0,Batsman,105.0,44.6917,0.0,44.6917,105.0,1.0,44.6917,25.8389,39.9785,65.64
IAA Thomas,T20_Blast,3.0,5.0,2.0,2.0,1.0,3.0,60.0,0.0,0.0,0.0,9.0,210.0,320.0,12.0,12.0,35.0,9.14,35.56,23.33,0.75,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.17,7.3237,48.3227,48.3227,12.0,0.1818,8.7851,0.0,6.5888,3.87
IC Pandey,IPL,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,462.0,591.0,24.0,24.0,77.0,7.68,32.83,25.67,0.75,0.0,0.0,0.0,38.82,0.0,0,1,1.0,1,Bowler,0.04,0.0,51.8621,51.8621,24.0,0.2353,12.2032,0.0,9.1524,7.0
IG Holland,T20_Blast,201.0,162.0,17.0,17.0,7.0,28.71,124.07,10.0,6.0,9.88,7.0,247.0,331.0,17.0,17.0,41.17,8.04,47.29,35.29,0.41,142.86,10.0,5.0,8.67,0.5,1,1,1.0,1,Batsman,1.0,29.9241,47.5823,29.9241,17.0,0.2576,7.7084,20.7206,10.9614,16.38
IK Pathan,IPL,1150.0,950.0,82.0,82.0,53.0,21.7,121.05,88.0,38.0,13.26,80.0,2043.0,2649.0,101.0,101.0,340.5,7.78,33.11,25.54,0.79,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.81,31.5959,63.8261,49.3837,101.0,0.9902,48.8997,0.0,36.6748,54.65
IR Bell,T20_Blast,1552.0,1178.0,47.0,47.0,43.0,36.09,131.75,158.0,42.0,16.98,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,47.0,41.0523,0.0,41.0523,47.0,0.7121,29.2333,0.0,21.925,34.99
IS Sodhi,T20_Blast,65.0,60.0,16.0,16.0,11.0,5.91,108.33,4.0,2.0,10.0,53.0,1008.0,1404.0,48.0,48.0,168.0,8.36,26.49,19.02,1.1,100.0,2.0,2.0,6.95,1.6,1,1,1.0,1,Bowler,0.33,19.4674,58.7959,58.7959,48.0,0.7273,42.7623,79.5318,51.9547,59.2
Iftikhar Ahmed,PSL,1036.0,780.0,59.0,59.0,43.0,24.09,132.82,74.0,51.0,16.03,12.0,318.0,451.0,33.0,33.0,53.0,8.51,37.58,26.5,0.36,149.49,29.3,20.21,9.28,0.28,1,1,1.0,1,All-Rounder,1.79,34.9004,49.2847,40.06,59.0,1.0,40.06,39.9959,40.044,60.19
Ihsanullah,PSL,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,294.0,369.0,14.0,14.0,49.0,7.53,16.04,12.78,1.64,0.0,0.0,0.0,7.53,1.64,0,1,0.0,1,Bowler,0.07,0.0,55.0492,55.0492,14.0,0.2593,14.2743,79.9609,30.696,33.27
Imad Wasim,BBL,84.0,75.0,10.0,10.0,7.0,12.0,112.0,7.0,0.0,9.33,14.0,373.0,469.0,17.0,17.0,62.17,7.54,33.5,26.64,0.82,116.67,14.0,14.0,8.12,0.57,1,1,1.0,1,All-Rounder,0.59,21.8395,51.1382,40.286,17.0,0.2024,8.1539,37.8923,15.5885,19.99
Imad Wasim,CPL,800.0,638.0,44.0,44.0,30.0,26.67,125.39,64.0,33.0,15.2,68.0,1312.0,1410.0,61.0,61.0,218.67,6.45,20.74,19.29,1.11,125.1,31.4,22.43,6.71,1.21,1,1,1.0,1,All-Rounder,0.72,33.726,64.3234,51.5031,61.0,0.8472,43.6334,54.0648,46.2412,70.38
Imad Wasim,PSL,1212.0,867.0,68.0,68.0,45.0,26.93,139.79,112.0,43.0,17.88,63.0,1677.0,1961.0,85.0,85.0,279.5,7.02,31.13,26.62,0.74,154.61,41.94,24.85,7.09,0.87,1,1,1.0,1,All-Rounder,0.8,38.2178,61.5061,51.1568,85.0,1.0,51.1568,53.5946,51.7662,79.46
Imad Wasim,T20_Blast,113.0,88.0,11.0,11.0,5.0,22.6,128.41,8.0,3.0,12.5,22.0,409.0,491.0,19.0,19.0,68.17,7.2,22.32,18.59,1.16,128.12,20.5,13.67,7.97,1.33,1,1,1.0,1,All-Rounder,0.58,29.2764,54.4098,45.1934,19.0,0.2879,13.0112,50.101,22.2837,31.0
Imam-ul-Haq,PSL,542.0,436.0,22.0,22.0,22.0,24.64,124.31,50.0,13.0,14.45,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,22.0,31.7144,0.0,31.7144,22.0,0.4074,12.9204,0.0,9.6903,14.22
