player_name,league,total_runs,balls_faced,batting_matches_played,innings_played,times_dismissed,batting_average,strike_rate,fours,sixes,boundary_percentage,wickets,balls_bowled,runs_conceded,bowling_matches_played,innings_bowled,overs_bowled,economy_rate,bowling_average,bowling_strike_rate,wickets_per_match,recent_strike_rate,recent_batting_average,recent_runs_per_match,recent_economy_rate,recent_wickets_per_match,has_batting_record,has_bowling_record,has_dismissal,has_wicket,role,bat_bowl_ratio,batting_credit_raw,bowling_credit_raw,role_credit,total_matches,reliability_weight,role_credit_reliable,recent_form_score,final_raw_score,performance_credit
JM Mennie,BBL,18.0,36.0,6.0,6.0,6.0,3.0,50.0,0.0,0.0,0.0,12.0,252.0,411.0,15.0,15.0,42.0,9.79,34.25,21.0,0.8,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.4,6.076,48.4243,48.4243,15.0,0.1786,8.6486,0.0,6.4864,3.75
JM Sharma,IPL,730.0,483.0,36.0,36.0,32.0,22.81,151.14,53.0,45.0,20.29,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,151.14,22.81,20.28,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,36.0,37.8531,0.0,41.6384,36.0,0.3529,14.6942,36.3926,20.1188,32.54
JM Vince,BBL,2162.0,1640.0,77.0,77.0,68.0,31.79,131.83,218.0,49.0,16.28,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,130.32,36.75,30.62,38.82,0.0,1,0,1.0,0,Batsman,77.0,41.1208,0.0,41.1208,77.0,0.9167,37.6954,46.7473,39.9584,65.6
JM Vince,PSL,1122.0,825.0,44.0,44.0,41.0,27.37,136.0,139.0,34.0,20.97,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,135.25,27.5,24.75,38.82,0.0,1,0,1.0,0,Batsman,44.0,39.0437,0.0,39.0437,44.0,0.8148,31.8128,39.6586,33.7742,55.11
JM Vince,T20_Blast,4509.0,3202.0,136.0,136.0,119.0,37.89,140.82,539.0,112.0,20.33,2.0,42.0,57.0,4.0,4.0,7.0,8.14,28.5,21.0,0.5,145.76,45.31,37.93,38.82,0.0,1,1,1.0,1,Batsman,34.0,53.6509,48.8159,53.6509,136.0,1.0,53.6509,56.3481,54.3252,89.99
JMR Taylor,T20_Blast,1891.0,1356.0,107.0,107.0,79.0,23.94,139.45,148.0,81.0,16.89,19.0,579.0,808.0,38.0,38.0,96.5,8.37,42.53,30.47,0.5,138.28,25.29,20.23,8.86,0.11,1,1,1.0,1,Batsman,2.82,38.7745,50.1813,38.7745,107.0,1.0,38.7745,36.2035,38.1318,62.5
JN Mohammed,CPL,811.0,774.0,42.0,42.0,31.0,26.16,104.78,54.0,28.0,10.59,0.0,42.0,64.0,3.0,3.0,7.0,9.14,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,0,Batsman,14.0,28.761,25.9351,28.761,42.0,0.5833,16.7763,0.0,12.5822,19.13
JNT Seales,CPL,19.0,13.0,4.0,4.0,0.0,19.0,146.15,1.0,1.0,15.38,18.0,378.0,603.0,23.0,23.0,63.0,9.57,33.5,21.0,0.78,150.0,18.0,6.0,10.71,0.55,1,1,0.0,1,Bowler,0.17,31.3523,49.9054,49.9054,23.0,0.3194,15.9398,46.7668,23.6466,24.68
JO Holder,CPL,1164.0,896.0,83.0,83.0,64.0,18.19,129.91,78.0,66.0,16.07,97.0,2063.0,2696.0,100.0,100.0,343.83,7.84,27.79,21.27,0.97,119.17,21.94,14.92,8.59,1.3,1,1,1.0,1,All-Rounder,0.83,32.8584,67.7373,51.9162,100.0,1.0,51.9162,49.6153,51.341,78.76
JO Holder,IPL,259.0,211.0,27.0,27.0,21.0,12.33,122.75,13.0,18.0,14.69,53.0,995.0,1461.0,46.0,46.0,165.83,8.81,27.57,18.77,1.15,127.27,8.75,6.36,9.64,0.9,1,1,1.0,1,All-Rounder,0.59,26.3948,58.2169,46.4459,46.0,0.451,20.9471,38.528,25.3423,36.02
JP Behrendorff,BBL,108.0,103.0,23.0,23.0,9.0,12.0,104.85,7.0,2.0,8.74,140.0,2293.0,2670.0,104.0,104.0,382.17,6.99,19.07,16.38,1.35,100.0,15.0,4.29,7.22,1.64,1,1,1.0,1,Bowler,0.22,20.7135,78.0418,78.0418,104.0,1.0,78.0418,80.312,78.6093,91.7
JP Behrendorff,IPL,6.0,9.0,2.0,2.0,0.0,6.0,66.67,0.0,0.0,0.0,19.0,366.0,552.0,17.0,17.0,61.0,9.05,29.05,19.26,1.12,66.67,6.0,3.0,9.21,1.17,1,1,0.0,1,Bowler,0.12,9.2559,51.1629,51.1629,17.0,0.1667,8.5289,65.2981,22.7212,23.55
JP Behrendorff,T20_Blast,39.0,31.0,5.0,5.0,2.0,19.5,125.81,0.0,4.0,12.9,11.0,283.0,392.0,13.0,13.0,47.17,8.31,35.64,25.73,0.85,131.03,38.0,9.5,8.32,1.0,1,1,1.0,1,Bowler,0.38,27.801,49.5263,49.5263,13.0,0.197,9.7567,61.6906,22.7402,23.57
JP Duminy,CPL,291.0,213.0,12.0,12.0,9.0,32.33,136.62,17.0,15.0,15.02,4.0,70.0,93.0,6.0,6.0,11.67,7.97,23.25,17.5,0.67,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,2.0,35.5062,50.0197,35.5062,12.0,0.1667,5.9189,0.0,4.4392,5.31
JP Duminy,IPL,2029.0,1636.0,75.0,75.0,51.0,39.78,124.02,126.0,79.0,12.53,23.0,678.0,834.0,48.0,48.0,113.0,7.38,36.26,29.48,0.48,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,1.56,40.7663,52.7139,45.4283,75.0,0.7353,33.4034,0.0,25.0525,35.55
JP Faulkner,BBL,559.0,497.0,44.0,44.0,25.0,22.36,112.47,24.0,16.0,8.05,80.0,1261.0,1624.0,66.0,66.0,210.17,7.73,20.3,15.76,1.21,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.67,26.4432,65.4494,49.8469,66.0,0.7857,39.1647,0.0,29.3735,42.65
JP Faulkner,IPL,527.0,390.0,45.0,45.0,26.0,20.27,135.13,36.0,23.0,15.13,61.0,1238.0,1799.0,60.0,60.0,206.33,8.72,29.49,20.3,1.02,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.75,31.8425,59.6313,47.721,60.0,0.5882,28.0695,0.0,21.0521,28.97
JP Faulkner,PSL,139.0,80.0,8.0,8.0,5.0,27.8,173.75,7.0,10.0,21.25,19.0,264.0,352.0,12.0,12.0,44.0,8.0,18.53,13.89,1.58,181.48,49.0,16.33,9.8,1.0,1,1,1.0,1,Bowler,0.67,41.146,53.4966,53.4966,12.0,0.2222,11.8869,60.0146,23.9188,25.01
JP Faulkner,T20_Blast,461.0,343.0,29.0,29.0,18.0,25.61,134.4,19.0,21.0,11.66,56.0,817.0,982.0,38.0,38.0,136.17,7.21,17.54,14.59,1.47,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.76,31.8085,61.6213,48.7183,38.0,0.5758,28.052,0.0,21.039,28.95
JP Greaves,CPL,368.0,320.0,16.0,16.0,14.0,26.29,115.0,43.0,6.0,15.31,1.0,12.0,15.0,1.0,1.0,2.0,7.5,15.0,12.0,1.0,122.38,28.56,25.7,7.5,1.0,1,1,1.0,1,Batsman,16.0,30.9503,50.914,30.9503,16.0,0.2222,6.8772,39.4895,15.0303,23.29
JP Inglis,BBL,1800.0,1284.0,72.0,72.0,61.0,29.51,140.19,170.0,56.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,138.58,34.38,26.74,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,72.0,40.8845,0.0,44.973,72.0,0.8571,38.5464,44.1122,39.9378,67.8
JP Inglis,T20_Blast,531.0,302.0,14.0,14.0,11.0,48.27,175.83,63.0,24.0,28.81,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,14.0,53.3942,0.0,58.7336,14.0,0.2121,12.4574,0.0,9.343,13.38
JP McIlroy,T20_Blast,11.0,17.0,8.0,8.0,3.0,3.67,64.71,1.0,0.0,5.88,32.0,518.0,804.0,25.0,25.0,86.33,9.31,25.12,16.19,1.28,64.71,3.67,1.38,9.31,1.28,1,1,1.0,1,Bowler,0.32,10.9388,53.9244,53.9244,25.0,0.3788,20.4266,68.1713,32.3628,35.31
JP Webb,T20_Blast,126.0,117.0,10.0,10.0,10.0,12.6,107.69,16.0,2.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,10.0,24.4476,0.0,24.4476,10.0,0.1515,3.7038,0.0,2.7778,2.49
JPR Scantlebury-Searles,CPL,178.0,167.0,25.0,25.0,18.0,9.89,106.59,16.0,8.0,14.37,14.0,252.0,419.0,19.0,19.0,42.0,9.98,29.93,18.0,0.74,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,1.32,23.0393,49.1568,49.1568,25.0,0.3472,17.0672,0.0,12.8004,11.45
JR Coleman,BBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,152.0,182.0,10.0,10.0,25.33,7.19,16.55,13.82,1.1,0.0,0.0,0.0,38.82,0.0,0,1,0.0,1,Bowler,0.0,0.0,52.9823,52.9823,10.0,0.119,6.3049,0.0,4.7287,1.61
JR Dean,BBL,317.0,237.0,19.0,19.0,16.0,19.81,133.76,19.0,24.0,18.14,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,19.0,32.2521,0.0,32.2521,19.0,0.2262,7.2954,0.0,5.4716,7.06
JR Hazlewood,BBL,17.0,15.0,4.0,4.0,1.0,17.0,113.33,3.0,0.0,20.0,25.0,402.0,492.0,18.0,18.0,67.0,7.34,19.68,16.08,1.39,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.22,28.5472,55.1807,55.1807,18.0,0.2143,11.8252,0.0,8.8689,6.65
JR Hazlewood,IPL,19.0,28.0,6.0,6.0,0.0,19.0,67.86,1.0,0.0,3.57,35.0,603.0,810.0,27.0,27.0,100.5,8.06,23.14,17.23,1.3,67.86,19.0,3.17,8.16,1.53,1,1,0.0,1,Bowler,0.22,15.7067,55.9928,55.9928,27.0,0.2647,14.8213,76.261,30.1812,32.65
JR Hopes,BBL,207.0,190.0,23.0,23.0,17.0,12.18,108.95,24.0,0.0,12.63,20.0,553.0,667.0,28.0,28.0,92.17,7.24,33.35,27.65,0.71,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.82,23.4319,52.6249,39.4589,28.0,0.3333,13.1517,0.0,9.8638,10.58
JR Hopes,IPL,417.0,306.0,19.0,19.0,16.0,26.06,136.27,49.0,11.0,19.61,14.0,360.0,548.0,20.0,20.0,60.0,9.13,39.14,25.71,0.7,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,0.95,35.7819,48.8684,35.7819,20.0,0.1961,7.0168,0.0,5.2626,6.7
JR Philippe,BBL,2453.0,1789.0,98.0,98.0,88.0,27.88,137.12,237.0,70.0,17.16,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,125.31,20.51,19.94,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,98.0,41.7435,0.0,45.9179,98.0,1.0,45.9179,32.7885,42.6356,72.6
JS Floros,BBL,204.0,190.0,20.0,20.0,14.0,14.57,107.37,17.0,6.0,12.11,3.0,181.0,258.0,15.0,15.0,30.17,8.55,86.0,60.33,0.2,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,1.33,23.8193,41.5405,23.8193,20.0,0.2381,5.6714,0.0,4.2536,4.99
JS Foster,T20_Blast,447.0,315.0,37.0,37.0,27.0,16.56,141.9,35.0,16.0,16.19,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,37.0,31.6539,0.0,34.8193,37.0,0.5606,19.5197,0.0,14.6398,22.8
JS Lehmann,BBL,341.0,312.0,28.0,28.0,24.0,14.21,109.29,34.0,3.0,11.86,1.0,24.0,42.0,4.0,4.0,4.0,10.5,42.0,24.0,0.25,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,7.0,24.2515,44.6217,24.2515,28.0,0.3333,8.083,0.0,6.0623,8.06
JS Lenton,BBL,141.0,105.0,11.0,11.0,6.0,23.5,134.29,9.0,6.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,11.0,31.278,0.0,34.4058,11.0,0.131,4.5072,0.0,3.3804,2.77
JS Paris,BBL,82.0,86.0,18.0,18.0,12.0,6.83,95.35,4.0,3.0,8.14,38.0,858.0,1241.0,44.0,44.0,143.0,8.68,32.66,22.58,0.86,110.34,7.11,5.33,8.61,0.92,1,1,1.0,1,Bowler,0.41,17.2971,54.7937,54.7937,44.0,0.5238,28.7009,59.1903,36.3232,40.14
JS Patel,T20_Blast,194.0,160.0,39.0,39.0,25.0,7.76,121.25,8.0,9.0,10.62,96.0,2070.0,2435.0,91.0,91.0,345.0,7.06,25.36,21.56,1.05,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.43,22.4849,68.6142,68.6142,91.0,1.0,68.6142,0.0,51.4606,58.6
JT Ball,T20_Blast,57.0,67.0,17.0,17.0,9.0,6.33,85.07,3.0,3.0,8.96,138.0,1948.0,2886.0,94.0,94.0,324.67,8.89,20.91,14.12,1.47,56.25,2.25,2.25,9.35,1.62,1,1,1.0,1,Bowler,0.18,16.0944,75.5411,75.5411,94.0,1.0,75.5411,77.3567,75.995,88.51
JTA Burnham,T20_Blast,194.0,218.0,20.0,20.0,19.0,10.21,88.99,12.0,5.0,7.8,0.0,1.0,0.0,1.0,1.0,0.17,0.0,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,0,Batsman,20.0,17.8581,35.0,17.8581,20.0,0.303,5.411,0.0,4.0582,4.66
JW Dernbach,T20_Blast,65.0,62.0,13.0,13.0,6.0,10.83,104.84,5.0,1.0,9.68,62.0,1203.0,1732.0,56.0,56.0,200.5,8.64,27.94,19.4,1.11,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.23,20.6036,60.0961,60.0961,56.0,0.8485,50.9915,0.0,38.2436,42.48
JW Hastings,BBL,168.0,119.0,18.0,18.0,14.0,12.0,141.18,9.0,11.0,16.81,50.0,767.0,1006.0,36.0,36.0,127.83,7.87,20.12,15.34,1.39,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.5,29.3694,59.479,59.479,36.0,0.4286,25.4927,0.0,19.1195,19.16
JW Hastings,T20_Blast,513.0,278.0,25.0,25.0,18.0,28.5,184.53,44.0,32.0,27.34,35.0,603.0,832.0,28.0,28.0,100.5,8.28,23.77,17.23,1.25,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.89,46.7973,55.6972,51.4991,28.0,0.4242,21.8459,0.0,16.3844,21.3
JW Shutt,T20_Blast,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,252.0,327.0,13.0,13.0,42.0,7.79,20.44,15.75,1.23,0.0,0.0,0.0,9.33,2.0,0,1,1.0,1,Bowler,0.15,0.0,52.8849,52.8849,13.0,0.197,10.4183,87.6962,29.7378,32.1
JW Wells,BBL,2935.0,2412.0,123.0,123.0,87.0,33.74,121.68,237.0,51.0,11.94,0.0,12.0,16.0,2.0,2.0,2.0,8.0,203.5,118.8,0.0,118.35,27.81,19.35,11.0,0.0,1,1,1.0,0,Batsman,61.5,40.882,27.0657,40.882,123.0,1.0,40.882,34.8533,39.3748,64.61
JWA Taylor,T20_Blast,525.0,426.0,23.0,23.0,16.0,32.81,123.24,46.0,10.0,13.15,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,23.0,33.8011,0.0,33.8011,23.0,0.3485,11.7797,0.0,8.8348,12.77
James Bracey,T20_Blast,1060.0,836.0,61.0,61.0,55.0,19.27,126.79,105.0,26.0,15.67,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,129.59,19.84,18.14,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,61.0,32.3247,0.0,35.5572,61.0,0.9242,32.862,31.7894,32.5939,54.74
James Middlebrook,T20_Blast,53.0,43.0,7.0,7.0,4.0,13.25,123.26,3.0,2.0,11.63,10.0,178.0,227.0,11.0,11.0,29.67,7.65,22.7,17.8,0.91,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.64,24.7151,51.5754,51.5754,11.0,0.1667,8.5976,0.0,6.4482,3.7
Joginder Sharma,IPL,36.0,30.0,5.0,5.0,4.0,9.0,120.0,1.0,2.0,10.0,12.0,256.0,419.0,15.0,15.0,42.67,9.82,34.92,21.33,0.8,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.33,21.9787,48.3122,48.3122,15.0,0.1471,7.1067,0.0,5.33,2.34
Junaid Khan,PSL,7.0,16.0,8.0,8.0,3.0,2.33,43.75,0.0,0.0,0.0,26.0,552.0,780.0,25.0,25.0,92.0,8.48,30.0,21.23,1.04,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.32,4.9961,52.9773,52.9773,25.0,0.463,24.5285,0.0,18.3964,18.27
Junaid Khan,T20_Blast,10.0,12.0,3.0,3.0,2.0,5.0,83.33,1.0,0.0,8.33,30.0,438.0,535.0,19.0,19.0,73.0,7.33,17.83,14.6,1.58,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.16,14.9589,56.3935,56.3935,19.0,0.2879,16.2357,0.0,12.1768,10.69
K Alleyne,CPL,151.0,94.0,11.0,11.0,11.0,13.73,160.64,10.0,11.0,22.34,3.0,32.0,70.0,3.0,3.0,5.33,13.13,23.33,10.67,1.0,162.37,15.1,15.1,12.12,0.0,1,1,1.0,1,Batsman,3.67,35.0268,44.6972,35.0268,11.0,0.1528,5.3521,30.9733,11.7574,17.73
K Goel,IPL,218.0,231.0,16.0,16.0,15.0,14.53,94.37,17.0,9.0,11.26,0.0,66.0,93.0,6.0,6.0,11.0,8.45,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,0,Batsman,2.67,21.7694,26.6194,21.7694,16.0,0.1569,3.4156,0.0,2.5617,2.12
K Gowtham,IPL,247.0,148.0,27.0,27.0,18.0,13.72,166.89,15.0,17.0,21.62,21.0,588.0,808.0,35.0,35.0,98.0,8.24,38.48,28.0,0.6,160.53,12.2,7.62,8.2,0.73,1,1,1.0,1,All-Rounder,0.77,35.7959,51.198,44.4904,35.0,0.3431,15.2647,39.7145,21.3772,29.51
K Kartikeya,IPL,9.0,12.0,2.0,2.0,2.0,4.5,75.0,1.0,0.0,8.33,10.0,234.0,329.0,12.0,12.0,39.0,8.44,32.9,23.4,0.83,75.0,4.5,4.5,8.44,0.83,1,1,1.0,1,Bowler,0.17,13.7009,49.5388,49.5388,12.0,0.1176,5.8258,56.9394,18.6042,18.53
K Lewis,CPL,589.0,458.0,31.0,31.0,31.0,19.0,128.6,44.0,41.0,18.56,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,104.17,12.5,12.5,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,31.0,32.3428,0.0,35.5771,31.0,0.4306,15.3195,22.805,17.1909,27.34
K Noema-Barnett,T20_Blast,378.0,260.0,29.0,29.0,20.0,18.9,145.38,23.0,26.0,18.85,12.0,374.0,579.0,30.0,30.0,62.33,9.29,48.25,31.17,0.4,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.97,33.9566,47.2003,40.691,30.0,0.4545,18.4941,0.0,13.8706,17.17
K Pierre,CPL,49.0,53.0,12.0,12.0,4.0,12.25,92.45,4.0,1.0,9.43,56.0,1180.0,1369.0,57.0,57.0,196.67,6.96,24.45,21.07,0.98,100.0,29.0,7.25,7.14,0.94,1,1,1.0,1,Bowler,0.21,19.3345,61.0203,61.0203,57.0,0.7917,48.3098,61.398,51.5818,58.74
K Rabada,IPL,206.0,193.0,28.0,28.0,17.0,12.12,106.74,16.0,8.0,12.44,120.0,1829.0,2577.0,80.0,80.0,304.83,8.45,21.48,15.24,1.5,115.25,9.71,5.67,8.92,1.37,1,1,1.0,1,Bowler,0.35,23.0329,72.3952,72.3952,80.0,0.7843,56.7796,71.0564,60.3488,69.43
K Santokie,CPL,109.0,119.0,21.0,21.0,11.0,9.91,91.6,5.0,7.0,10.08,84.0,1265.0,1619.0,55.0,55.0,210.83,7.68,19.27,15.06,1.53,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.38,18.8887,66.406,66.406,55.0,0.7639,50.7275,0.0,38.0456,42.24
K Sinclair,CPL,49.0,68.0,9.0,9.0,9.0,5.44,72.06,7.0,0.0,10.29,9.0,199.0,216.0,12.0,12.0,33.17,6.51,24.0,22.11,0.75,108.82,9.25,9.25,8.13,0.6,1,1,1.0,1,Bowler,0.75,14.6917,52.3512,52.3512,12.0,0.1667,8.7269,51.0461,19.3067,19.38
KA Pollard,BBL,369.0,249.0,19.0,19.0,16.0,23.06,148.19,25.0,20.0,18.07,16.0,228.0,356.0,19.0,19.0,38.0,9.37,22.25,14.25,0.84,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,1.0,35.3973,51.0955,35.3973,19.0,0.2262,8.0069,0.0,6.0052,7.96
KA Pollard,CPL,2720.0,1826.0,110.0,110.0,84.0,32.38,148.96,158.0,189.0,19.0,55.0,1011.0,1345.0,66.0,66.0,168.5,7.98,24.45,18.38,0.83,133.79,23.28,19.4,9.12,0.71,1,1,1.0,1,All-Rounder,1.67,46.5568,59.8136,51.5281,110.0,1.0,51.5281,43.6648,49.5623,75.84
KA Pollard,IPL,3437.0,2329.0,168.0,168.0,121.0,28.4,147.57,221.0,224.0,19.11,69.0,1488.0,2180.0,107.0,107.0,248.0,8.79,31.59,21.57,0.64,107.46,14.4,13.09,8.93,0.67,1,1,1.0,1,All-Rounder,1.57,47.2598,60.8648,52.5535,168.0,1.0,52.5535,38.1614,48.9555,74.84
KA Pollard,PSL,1149.0,708.0,47.0,47.0,30.0,38.3,162.29,80.0,77.0,22.18,13.0,310.0,454.0,24.0,24.0,51.67,8.79,34.92,23.85,0.54,157.41,49.9,27.72,8.89,0.5,1,1,1.0,1,All-Rounder,1.96,46.9553,49.5289,47.8252,47.0,0.8704,41.6271,50.256,43.7843,66.34
KAJ Roach,CPL,43.0,38.0,8.0,8.0,6.0,7.17,113.16,2.0,3.0,13.16,12.0,330.0,480.0,15.0,15.0,55.0,8.73,40.0,27.5,0.8,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.53,21.9435,48.7692,48.7692,15.0,0.2083,10.1586,0.0,7.619,5.13
KC Cariappa,IPL,24.0,21.0,5.0,5.0,3.0,8.0,114.29,0.0,2.0,9.52,8.0,216.0,348.0,11.0,11.0,36.0,9.67,43.5,27.0,0.73,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.45,20.625,46.6265,46.6265,11.0,0.1078,5.0263,0.0,3.7697,0.44
KC Sangakkara,BBL,173.0,144.0,13.0,13.0,12.0,14.42,120.14,14.0,3.0,11.81,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,13.0,25.1827,0.0,27.701,13.0,0.1548,4.2881,0.0,3.2161,2.48
KC Sangakkara,CPL,730.0,558.0,25.0,25.0,21.0,34.76,130.82,73.0,20.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,25.0,37.7531,0.0,41.5284,25.0,0.3472,14.4187,0.0,10.814,15.99
KC Sangakkara,IPL,1687.0,1392.0,68.0,68.0,65.0,25.95,121.19,195.0,27.0,15.95,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,68.0,36.0454,0.0,39.6499,68.0,0.6667,26.4346,0.0,19.826,32.02
KC Sangakkara,PSL,613.0,485.0,23.0,23.0,22.0,27.86,126.39,64.0,17.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,23.0,34.3921,0.0,37.8313,23.0,0.4259,16.1124,0.0,12.0843,18.25
KC Sangakkara,T20_Blast,679.0,441.0,21.0,21.0,20.0,33.95,153.97,72.0,20.0,20.86,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,21.0,42.2599,0.0,46.4859,21.0,0.3182,14.7918,0.0,11.0938,16.49
KD Karthik,IPL,4843.0,3580.0,233.0,233.0,184.0,26.32,135.28,466.0,161.0,17.51,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,173.8,29.48,18.95,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,233.0,48.5744,0.0,53.4318,233.0,1.0,53.4318,40.5088,50.201,86.06
KH Pandya,IPL,1647.0,1240.0,107.0,107.0,73.0,22.56,132.82,144.0,61.0,16.53,76.0,2122.0,2606.0,117.0,117.0,353.67,7.37,34.29,27.92,0.65,121.45,21.91,13.26,7.37,0.69,1,1,1.0,1,All-Rounder,0.91,36.4997,63.3073,50.5013,117.0,1.0,50.5013,41.6108,48.2787,73.73
KHD Barker,T20_Blast,54.0,45.0,8.0,8.0,7.0,7.71,120.0,4.0,2.0,13.33,13.0,239.0,325.0,12.0,12.0,39.83,8.16,25.0,18.38,1.08,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.67,23.1332,51.3724,51.3724,12.0,0.1818,9.3395,0.0,7.0046,4.38
KJ Abbott,T20_Blast,138.0,105.0,15.0,15.0,12.0,11.5,131.43,10.0,5.0,14.29,57.0,1123.0,1658.0,51.0,51.0,187.17,8.86,29.09,19.7,1.12,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.29,26.6612,58.761,58.761,51.0,0.7727,45.4046,0.0,34.0534,37.37
KJ Coetzer,T20_Blast,228.0,210.0,12.0,12.0,13.0,17.54,108.57,21.0,2.0,10.95,0.0,36.0,67.0,4.0,4.0,6.0,11.17,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,0,Batsman,3.0,24.5569,23.9218,24.5569,12.0,0.1818,4.4644,0.0,3.3483,3.45
KJ O'Brien,CPL,357.0,278.0,16.0,16.0,14.0,25.5,128.42,22.0,22.0,15.83,9.0,72.0,95.0,6.0,6.0,12.0,7.92,10.56,8.0,1.5,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,2.67,32.6169,52.6039,32.6169,16.0,0.2222,7.2475,0.0,5.4356,7.0
