player_name,league,target_season,cutoff_season,forecast_prob_poor,forecast_prob_average,forecast_prob_elite,role,recent_form,recent_form_percentile,n_recent_seasons_used,reliability,reliability_percentile,forecast_expected_tier,forecast_normalized,forecast_predicted_tier,eligible,forecast_model,forecast_model_status
MJ Waite,T20_Blast,2024,2023,0.6484191,0.24016516,0.1114158,Bowler,29.421000000000006,0.2419354838709677,3,0.8333,0.5308641975308642,0.46299676,0.23149838,Poor,1,FT-Transformer,frozen_primary
MJJ Critchley,T20_Blast,2024,2023,0.06332367,0.18701403,0.7496622,All-Rounder,76.79500000000002,0.9047619047619048,3,1.0,0.6190476190476191,1.68633843,0.843169215,Elite,1,FT-Transformer,frozen_primary
MK Andersson,T20_Blast,2024,2023,0.17078282,0.30588078,0.5233364,All-Rounder,49.17333333333335,0.2539682539682539,2,0.96665,0.2063492063492063,1.3525535800000001,0.6762767900000001,Elite,1,FT-Transformer,frozen_primary
MK Lomror,IPL,2024,2023,0.45912266,0.40741548,0.13346192,Batsman,38.64900000000001,0.2291666666666666,3,0.8333,0.4919354838709677,0.6743393200000001,0.33716966000000004,Poor,1,FT-Transformer,frozen_primary
MK O'Riordan,T20_Blast,2024,2023,0.47247514,0.23618643,0.2913384,Bowler,21.79,0.1451612903225806,1,0.1,0.0493827160493827,0.81886323,0.409431615,Poor,1,FT-Transformer,frozen_primary
MK Pandey,IPL,2024,2023,0.28439012,0.5190187,0.1965911,Batsman,38.870000000000005,0.2916666666666667,3,1.0,0.7741935483870968,0.9122009,0.45610045,Average,1,FT-Transformer,frozen_primary
ML Revis,T20_Blast,2024,2023,0.09682379,0.29938886,0.60378736,Bowler,50.28333333333335,0.5161290322580645,2,0.9333,0.5740740740740741,1.5069635799999999,0.7534817899999999,Elite,1,FT-Transformer,frozen_primary
MM Ali,IPL,2024,2023,0.09228957,0.33639494,0.57131547,All-Rounder,65.25400000000002,0.6363636363636364,3,1.0,0.6136363636363636,1.47902588,0.73951294,Elite,1,FT-Transformer,frozen_primary
MM Ali,T20_Blast,2024,2023,0.16000555,0.42291692,0.4170775,All-Rounder,41.87100000000001,0.1269841269841269,3,1.0,0.6190476190476191,1.25707192,0.62853596,Average,1,FT-Transformer,frozen_primary
MM Sharma,IPL,2024,2023,0.08470769,0.14624245,0.7690498,Bowler,93.09,1.0,1,1.0,0.8194444444444444,1.68434205,0.842171025,Elite,1,FT-Transformer,frozen_primary
MP Dunn,T20_Blast,2024,2023,0.5670107,0.20483392,0.22815534,Bowler,19.44,0.0967741935483871,1,0.7333,0.4691358024691358,0.6611446000000001,0.33057230000000004,Poor,1,FT-Transformer,frozen_primary
MP Kuhnemann,BBL,2024,2023,0.15832204,0.21561359,0.6260644,Bowler,72.22200000000001,0.78125,3,1.0,0.75,1.46774239,0.733871195,Elite,1,FT-Transformer,frozen_primary
MP Stoinis,BBL,2024,2023,0.19101468,0.51250815,0.29647717,All-Rounder,42.83200000000001,0.1304347826086956,3,1.0,0.5869565217391305,1.10546249,0.552731245,Average,1,FT-Transformer,frozen_primary
MP Stoinis,IPL,2024,2023,0.10730196,0.41030517,0.4823929,All-Rounder,56.351,0.2727272727272727,3,1.0,0.6136363636363636,1.37509097,0.687545485,Elite,1,FT-Transformer,frozen_primary
MR Marsh,BBL,2024,2023,0.29389843,0.40409383,0.3020078,All-Rounder,74.96,0.8695652173913043,1,1.0,0.5869565217391305,1.00810943,0.504054715,Average,1,FT-Transformer,frozen_primary
MR Marsh,IPL,2024,2023,0.14513037,0.4373716,0.41749802,All-Rounder,61.80666666666667,0.5,2,1.0,0.6136363636363636,1.2723676400000001,0.6361838200000001,Average,1,FT-Transformer,frozen_primary
MS Crane,T20_Blast,2024,2023,0.3861957,0.2570781,0.3567262,Bowler,62.67200000000001,0.5806451612903226,3,1.0,0.7962962962962963,0.9705305,0.48526525,Poor,1,FT-Transformer,frozen_primary
MS Dhoni,IPL,2024,2023,0.14622124,0.46220422,0.3915746,Wicketkeeper-Batsman,58.44800000000001,0.3571428571428571,3,1.0,0.6666666666666666,1.24535342,0.62267671,Average,1,FT-Transformer,frozen_primary
MS Harris,BBL,2024,2023,0.65240645,0.26227376,0.08531988,Batsman,4.026666666666667,0.054054054054054,2,1.0,0.7666666666666667,0.43291352000000005,0.21645676000000003,Poor,1,FT-Transformer,frozen_primary
MS Pepper,T20_Blast,2024,2023,0.13369608,0.48982278,0.37648115,Batsman,69.909,0.922077922077922,3,1.0,0.7956989247311828,1.24278508,0.62139254,Average,1,FT-Transformer,frozen_primary
MS Wade,BBL,2024,2023,0.16441602,0.50952005,0.3260639,Wicketkeeper-Batsman,59.65400000000001,0.8333333333333334,3,1.0,0.6153846153846154,1.16164785,0.580823925,Average,1,FT-Transformer,frozen_primary
MS Wade,IPL,2024,2023,0.631775,0.27388614,0.094338864,Wicketkeeper-Batsman,39.74,0.0714285714285714,1,0.4333,0.1333333333333333,0.462563868,0.231281934,Poor,1,FT-Transformer,frozen_primary
MT Renshaw,BBL,2024,2023,0.29589757,0.5022092,0.20189327,Batsman,46.580000000000005,0.7027027027027027,3,1.0,0.7666666666666667,0.90599574,0.45299787,Average,1,FT-Transformer,frozen_primary
MT Stanley,T20_Blast,2024,2023,0.57448685,0.22840188,0.19711122,Bowler,8.62,0.0483870967741935,1,0.2,0.1851851851851851,0.62262432,0.31131216,Poor,1,FT-Transformer,frozen_primary
MT Steketee,BBL,2024,2023,0.51818424,0.22639783,0.25541788,Bowler,38.935,0.3125,3,1.0,0.75,0.73723359,0.368616795,Poor,1,FT-Transformer,frozen_primary
MW Forde,CPL,2024,2023,0.20725054,0.28832215,0.50442725,Bowler,71.22,0.8095238095238095,1,0.4333,0.4814814814814814,1.29717665,0.648588325,Elite,1,FT-Transformer,frozen_primary
MW Harvey,BBL,2024,2023,0.6515098,0.26423523,0.084254965,Batsman,15.315000000000005,0.1351351351351351,3,1.0,0.7666666666666667,0.43274515999999996,0.21637257999999998,Poor,1,FT-Transformer,frozen_primary
MW Parkinson,T20_Blast,2024,2023,0.35381475,0.27101198,0.37517324,Bowler,58.355,0.5483870967741935,3,1.0,0.7962962962962963,1.02135846,0.51067923,Elite,1,FT-Transformer,frozen_primary
MW Short,BBL,2024,2023,0.074722715,0.2943842,0.63089305,All-Rounder,74.691,0.8260869565217391,3,1.0,0.5869565217391305,1.5561702999999998,0.7780851499999999,Elite,1,FT-Transformer,frozen_primary
Mayank Dagar,IPL,2024,2023,0.5606625,0.1870505,0.25228697,Bowler,,,0,0.1,0.1041666666666666,0.69162444,0.34581222,Poor,1,FT-Transformer,frozen_primary
Miles Hammond,T20_Blast,2024,2023,0.22370112,0.53034496,0.24595402,Batsman,46.41400000000001,0.5454545454545454,3,1.0,0.7956989247311828,1.022253,0.5111265,Average,1,FT-Transformer,frozen_primary
Mir Hamza,PSL,2024,2023,0.5818126,0.23168515,0.18650226,Bowler,22.323333333333338,0.0909090909090909,2,0.4,0.4375,0.60468967,0.302344835,Poor,1,FT-Transformer,frozen_primary
Mirza Baig,PSL,2024,2023,0.3239048,0.5030149,0.1730802,Batsman,,,0,0.3333,0.3088235294117647,0.8491753,0.42458765,Average,1,FT-Transformer,frozen_primary
Mohammad Amir,CPL,2024,2023,0.09244488,0.1936277,0.71392745,Bowler,80.99666666666667,0.9047619047619048,2,0.9333,0.7962962962962963,1.6214826,0.8107413,Elite,1,FT-Transformer,frozen_primary
Mohammad Amir,PSL,2024,2023,0.1507328,0.21423408,0.6350331,Bowler,62.44714285714286,0.6818181818181818,2,1.0,0.90625,1.48430028,0.74215014,Elite,1,FT-Transformer,frozen_primary
Mohammad Amir,T20_Blast,2024,2023,0.26099953,0.24330291,0.49569765,Bowler,47.49,0.4516129032258064,1,0.7667,0.4938271604938271,1.23469821,0.617349105,Elite,1,FT-Transformer,frozen_primary
Mohammad Amir Khan,PSL,2024,2023,0.56186837,0.19443594,0.2436957,Bowler,,,0,0.1333,0.171875,0.68182734,0.34091367,Poor,1,FT-Transformer,frozen_primary
Mohammad Haris,PSL,2024,2023,0.18345083,0.5203522,0.296197,Batsman,67.71,0.84,1,0.5333,0.5,1.1127462000000001,0.5563731000000001,Average,1,FT-Transformer,frozen_primary
Mohammad Hasnain,BBL,2024,2023,0.2985116,0.27446738,0.427021,Bowler,,,0,0.1667,0.1547619047619047,1.12850938,0.56425469,Elite,1,FT-Transformer,frozen_primary
Mohammad Hasnain,PSL,2024,2023,0.26200595,0.26017377,0.47782034,Bowler,51.347000000000016,0.4090909090909091,3,1.0,0.90625,1.21581445,0.607907225,Elite,1,FT-Transformer,frozen_primary
Mohammad Imran,PSL,2024,2023,0.49744064,0.21474828,0.28781116,Bowler,34.7375,0.3181818181818182,2,0.4667,0.484375,0.7903706,0.3951853,Poor,1,FT-Transformer,frozen_primary
Mohammad Nabi,IPL,2024,2023,0.3929547,0.31258273,0.2944625,Bowler,24.79,0.1836734693877551,1,0.5667,0.5138888888888888,0.9015077300000001,0.45075386500000003,Poor,1,FT-Transformer,frozen_primary
Mohammad Nawaz,PSL,2024,2023,0.13189068,0.31379074,0.55431855,Bowler,58.38666666666667,0.5,2,0.6333,0.53125,1.4224278399999999,0.7112139199999999,Elite,1,FT-Transformer,frozen_primary
Mohammad Rizwan,PSL,2024,2023,0.098667525,0.4219858,0.47934663,Wicketkeeper-Batsman,92.898,1.0,3,1.0,0.8,1.38067906,0.69033953,Elite,1,FT-Transformer,frozen_primary
Mohammad Wasim,PSL,2024,2023,0.20893702,0.3102859,0.48077708,Bowler,59.43000000000001,0.5909090909090909,2,0.8333,0.6875,1.2718400600000002,0.6359200300000001,Elite,1,FT-Transformer,frozen_primary
Mohammed Siraj,IPL,2024,2023,0.0911618,0.16493315,0.74390507,Bowler,75.36,0.8571428571428571,3,1.0,0.8194444444444444,1.6527432899999999,0.8263716449999999,Elite,1,FT-Transformer,frozen_primary
Mohsin Khan,IPL,2024,2023,0.5242253,0.24677064,0.22900411,Bowler,31.43,0.2653061224489796,1,0.4333,0.4305555555555556,0.70477886,0.35238943,Poor,1,FT-Transformer,frozen_primary
Muhammad Akhlaq,PSL,2024,2023,0.43513846,0.42917943,0.13568203,Batsman,5.913333333333334,0.04,2,0.2333,0.25,0.70054349,0.350271745,Poor,1,FT-Transformer,frozen_primary
Mukesh Choudhary,IPL,2024,2023,0.40036502,0.26236948,0.33726552,Bowler,,,0,0.4333,0.4305555555555556,0.93690052,0.46845026,Poor,1,FT-Transformer,frozen_primary
Mukesh Kumar,IPL,2024,2023,0.36980468,0.25640452,0.3737908,Bowler,,,0,0.3333,0.3611111111111111,1.00398612,0.50199306,Elite,1,FT-Transformer,frozen_primary
Mustafizur Rahman,IPL,2024,2023,0.46306676,0.23705229,0.299881,Bowler,35.342,0.2857142857142857,3,1.0,0.8194444444444444,0.83681429,0.418407145,Poor,1,FT-Transformer,frozen_primary
N McAndrew,BBL,2024,2023,0.12769806,0.3078896,0.5644123,All-Rounder,61.91200000000001,0.5217391304347826,3,1.0,0.5869565217391305,1.4367142,0.7183571,Elite,1,FT-Transformer,frozen_primary
N McAndrew,T20_Blast,2024,2023,0.2776943,0.35830522,0.36400044,Bowler,,,0,0.2333,0.2160493827160493,1.0863060999999998,0.5431530499999999,Elite,1,FT-Transformer,frozen_primary
N Pooran,CPL,2024,2023,0.14685556,0.4983738,0.3547707,Wicketkeeper-Batsman,62.00400000000001,0.5,3,1.0,0.7142857142857143,1.2079152,0.6039576,Average,1,FT-Transformer,frozen_primary
N Pooran,IPL,2024,2023,0.12674795,0.47505027,0.39820173,Wicketkeeper-Batsman,71.97900000000001,0.7142857142857143,3,1.0,0.6666666666666666,1.27145373,0.635726865,Average,1,FT-Transformer,frozen_primary
N Rana,IPL,2024,2023,0.14982575,0.4927903,0.3573839,Batsman,63.29200000000001,0.7083333333333334,3,1.0,0.7741935483870968,1.2075581,0.60377905,Average,1,FT-Transformer,frozen_primary
N Wadhera,IPL,2024,2023,0.26583087,0.52839446,0.20577466,Batsman,,,0,0.3333,0.25,0.93994378,0.46997189,Average,1,FT-Transformer,frozen_primary
NA McSweeney,BBL,2024,2023,0.32214054,0.503033,0.17482643,Batsman,40.245000000000005,0.5135135135135135,3,0.6,0.3777777777777777,0.85268586,0.42634293,Average,1,FT-Transformer,frozen_primary
NA Sowter,T20_Blast,2024,2023,0.07082556,0.15532544,0.77384895,Bowler,83.74200000000003,0.9838709677419356,3,1.0,0.7962962962962963,1.7030233399999999,0.8515116699999999,Elite,1,FT-Transformer,frozen_primary
NR Hobson,BBL,2024,2023,0.56891745,0.33132935,0.09975326,Batsman,31.202000000000005,0.3783783783783784,3,0.6667,0.4222222222222222,0.53083587,0.265417935,Poor,1,FT-Transformer,frozen_primary
NRJ Young,CPL,2024,2023,0.6603592,0.23255153,0.107089326,Bowler,28.28100000000001,0.238095238095238,3,0.5667,0.5185185185185185,0.44673018200000003,0.22336509100000002,Poor,1,FT-Transformer,frozen_primary
NRT Gubbins,T20_Blast,2024,2023,0.53714913,0.28096947,0.18188138,Batsman,1.8675,0.0129870129870129,2,1.0,0.7956989247311828,0.64473223,0.322366115,Poor,1,FT-Transformer,frozen_primary
NT Ellis,BBL,2024,2023,0.08235182,0.20438519,0.71326303,All-Rounder,75.958,0.9565217391304348,3,1.0,0.5869565217391305,1.63091125,0.815455625,Elite,1,FT-Transformer,frozen_primary
NT Ellis,IPL,2024,2023,0.26396787,0.2530519,0.48298022,Bowler,52.14333333333334,0.4081632653061224,2,0.5,0.4930555555555556,1.21901234,0.60950617,Elite,1,FT-Transformer,frozen_primary
Naseem Shah,PSL,2024,2023,0.2403077,0.25185964,0.50783265,Bowler,61.532,0.6363636363636364,3,0.9667,0.78125,1.26752494,0.63376247,Elite,1,FT-Transformer,frozen_primary
Naveen-ul-Haq,CPL,2024,2023,0.45203602,0.24105567,0.30690828,Bowler,63.04,0.7142857142857143,1,0.6333,0.6481481481481481,0.85487223,0.427436115,Poor,1,FT-Transformer,frozen_primary
Naveen-ul-Haq,IPL,2024,2023,0.25852942,0.2602124,0.48125815,Bowler,,,0,0.2333,0.2569444444444444,1.2227287,0.61136435,Elite,1,FT-Transformer,frozen_primary
Naveen-ul-Haq,PSL,2024,2023,0.3795592,0.40840283,0.21203804,Bowler,,,0,0.1333,0.171875,0.8324789100000001,0.41623945500000004,Average,1,FT-Transformer,frozen_primary
Nikhil Chaudhary,BBL,2024,2023,0.2373695,0.50518537,0.25744507,Batsman,,,0,0.1667,0.1777777777777777,1.0200755099999999,0.5100377549999999,Average,1,FT-Transformer,frozen_primary
Nithish Kumar Reddy,IPL,2024,2023,0.7226514,0.16713537,0.110213175,Bowler,,,0,0.0667,0.0486111111111111,0.38756172,0.19378086,Poor,1,FT-Transformer,frozen_primary
Noor Ahmad,IPL,2024,2023,0.14089073,0.21563786,0.6434714,Bowler,,,0,0.4333,0.4305555555555556,1.50258066,0.75129033,Elite,1,FT-Transformer,frozen_primary
O Davies,BBL,2024,2023,0.4144968,0.44954276,0.13596037,Batsman,46.10000000000001,0.6756756756756757,3,1.0,0.7666666666666667,0.7214635,0.36073175,Average,1,FT-Transformer,frozen_primary
OB Cox,T20_Blast,2024,2023,0.21134654,0.52287424,0.26577926,Wicketkeeper-Batsman,49.15700000000001,0.3181818181818182,3,1.0,0.5681818181818182,1.05443276,0.52721638,Average,1,FT-Transformer,frozen_primary
OC McCoy,CPL,2024,2023,0.32958883,0.2801593,0.39025185,Bowler,56.117,0.6190476190476191,3,1.0,0.925925925925926,1.060663,0.5303315,Elite,1,FT-Transformer,frozen_primary
OE Robinson,T20_Blast,2024,2023,0.41039103,0.26955566,0.32005334,Bowler,48.65,0.4677419354838709,1,1.0,0.7962962962962963,0.90966234,0.45483117,Poor,1,FT-Transformer,frozen_primary
OF Smith,CPL,2024,2023,0.25121275,0.44162023,0.30716705,All-Rounder,60.17900000000001,0.4210526315789473,3,0.95,0.1578947368421052,1.05595433,0.527977165,Average,1,FT-Transformer,frozen_primary
OG Robinson,T20_Blast,2024,2023,0.12979423,0.47839922,0.39180657,Wicketkeeper-Batsman,66.56300000000002,0.6363636363636364,3,1.0,0.5681818181818182,1.26201236,0.63100618,Average,1,FT-Transformer,frozen_primary
OJ Carter,T20_Blast,2024,2023,0.40492395,0.45000982,0.1450663,Batsman,29.18666666666667,0.2467532467532467,2,0.3333,0.2150537634408602,0.74014242,0.37007121,Average,1,FT-Transformer,frozen_primary
OJ Pope,T20_Blast,2024,2023,0.41410962,0.44507703,0.14081341,Batsman,35.4225,0.2987012987012987,2,1.0,0.7956989247311828,0.72670385,0.363351925,Average,1,FT-Transformer,frozen_primary
OJ Price,T20_Blast,2024,2023,0.24629813,0.39383927,0.35986263,Bowler,,,0,0.3,0.2654320987654321,1.11356453,0.556782265,Average,1,FT-Transformer,frozen_primary
OP Stone,T20_Blast,2024,2023,0.50200164,0.24358588,0.2544124,Bowler,30.173333333333336,0.2580645161290322,2,1.0,0.7962962962962963,0.75241068,0.37620534,Poor,1,FT-Transformer,frozen_primary
Omair Yousuf,PSL,2024,2023,0.38642824,0.46407732,0.1494944,Batsman,,,0,0.0667,0.0441176470588235,0.76306612,0.38153306,Average,1,FT-Transformer,frozen_primary
P Coughlin,T20_Blast,2024,2023,0.39142862,0.39311174,0.21545969,All-Rounder,27.456000000000003,0.0476190476190476,3,1.0,0.6190476190476191,0.82403112,0.41201556,Average,1,FT-Transformer,frozen_primary
P Hatzoglou,BBL,2024,2023,0.4654982,0.2912641,0.2432377,Bowler,32.76200000000001,0.28125,3,1.0,0.75,0.7777395,0.38886975,Poor,1,FT-Transformer,frozen_primary
P Simran Singh,IPL,2024,2023,0.20001341,0.5353115,0.26467496,Batsman,38.178,0.2083333333333333,3,0.6667,0.4354838709677419,1.0646614200000002,0.5323307100000001,Average,1,FT-Transformer,frozen_primary
PBB Rajapaksa,CPL,2024,2023,0.403884,0.45395705,0.14215893,Batsman,,,0,0.1333,0.375,0.7382749099999999,0.36913745499999995,Average,1,FT-Transformer,frozen_primary
PD Salt,IPL,2024,2023,0.22594616,0.5287935,0.24526036,Wicketkeeper-Batsman,,,0,0.3,0.0666666666666666,1.01931422,0.50965711,Average,1,FT-Transformer,frozen_primary
PD Salt,T20_Blast,2024,2023,0.13456678,0.4758177,0.38961554,Wicketkeeper-Batsman,64.122,0.5454545454545454,3,1.0,0.5681818181818182,1.25504878,0.62752439,Average,1,FT-Transformer,frozen_primary
PI Walter,BBL,2024,2023,0.10714787,0.25616437,0.6366878,Bowler,,,0,0.3667,0.2857142857142857,1.52953997,0.764769985,Elite,1,FT-Transformer,frozen_primary
PI Walter,T20_Blast,2024,2023,0.075864844,0.27842823,0.645707,All-Rounder,63.964000000000006,0.4761904761904761,3,1.0,0.6190476190476191,1.5698422300000001,0.7849211150000001,Elite,1,FT-Transformer,frozen_primary
PJ Cummins,IPL,2024,2023,0.29384115,0.37143457,0.33472434,All-Rounder,61.35,0.4545454545454545,2,0.98335,0.1818181818181818,1.04088325,0.520441625,Average,1,FT-Transformer,frozen_primary
PM Siddle,BBL,2024,2023,0.37076712,0.2482988,0.38093412,Bowler,49.93400000000001,0.40625,3,1.0,0.75,1.01016704,0.50508352,Elite,1,FT-Transformer,frozen_primary
PP Chawla,IPL,2024,2023,0.07022355,0.14080134,0.7889752,All-Rounder,82.90714285714287,0.9545454545454546,2,1.0,0.6136363636363636,1.71875174,0.85937587,Elite,1,FT-Transformer,frozen_primary
PP Shaw,IPL,2024,2023,0.298625,0.5182917,0.1830833,Batsman,49.88600000000001,0.4375,3,1.0,0.7741935483870968,0.8844583,0.44222915,Average,1,FT-Transformer,frozen_primary
PR Brown,T20_Blast,2024,2023,0.101715825,0.16687623,0.731408,Bowler,79.23666666666668,0.935483870967742,2,1.0,0.7962962962962963,1.6296922299999999,0.8148461149999999,Elite,1,FT-Transformer,frozen_primary
PR Stirling,T20_Blast,2024,2023,0.37221578,0.45432678,0.17345744,All-Rounder,22.695000000000004,0.0158730158730158,3,1.0,0.6190476190476191,0.80124166,0.40062083,Average,1,FT-Transformer,frozen_primary
PSP Handscomb,BBL,2024,2023,0.5772136,0.31872833,0.10405809,Wicketkeeper-Batsman,9.047000000000002,0.0833333333333333,3,1.0,0.6153846153846154,0.52684451,0.263422255,Poor,1,FT-Transformer,frozen_primary
PSP Handscomb,T20_Blast,2024,2023,0.37667307,0.47300598,0.15032098,Wicketkeeper-Batsman,43.43,0.1818181818181818,1,1.0,0.5681818181818182,0.77364794,0.38682397,Average,1,FT-Transformer,frozen_primary
PVD Chameera,IPL,2024,2023,0.36622372,0.30501583,0.32876045,Bowler,,,0,0.4,0.4027777777777778,0.96253673,0.481268365,Poor,1,FT-Transformer,frozen_primary
PWA Mulder,T20_Blast,2024,2023,0.28121445,0.50991356,0.20887198,Batsman,51.4,0.6103896103896104,1,0.5667,0.3440860215053763,0.92765752,0.46382876,Average,1,FT-Transformer,frozen_primary
Q de Kock,CPL,2024,2023,0.49310207,0.3829405,0.12395738,Wicketkeeper-Batsman,,,0,0.2333,0.1428571428571428,0.63085526,0.31542763,Poor,1,FT-Transformer,frozen_primary
Q de Kock,IPL,2024,2023,0.17460942,0.5174662,0.30792442,Wicketkeeper-Batsman,52.18400000000001,0.1428571428571428,3,1.0,0.6666666666666666,1.1333150399999998,0.5666575199999999,Average,1,FT-Transformer,frozen_primary
R Ashwin,IPL,2024,2023,0.066616826,0.17002231,0.7633608,All-Rounder,70.989,0.8181818181818182,3,1.0,0.6136363636363636,1.69674391,0.848371955,Elite,1,FT-Transformer,frozen_primary
R Dhawan,IPL,2024,2023,0.48543686,0.32760185,0.18696128,All-Rounder,44.71333333333334,0.1363636363636363,2,0.8666499999999999,0.0454545454545454,0.70152441,0.350762205,Poor,1,FT-Transformer,frozen_primary
R Parag,IPL,2024,2023,0.64758795,0.26211601,0.09029598,Batsman,36.278000000000006,0.1666666666666666,3,1.0,0.7741935483870968,0.44270797,0.221353985,Poor,1,FT-Transformer,frozen_primary
R Powell,CPL,2024,2023,0.29633316,0.50969166,0.19397521,Batsman,55.45500000000001,0.8333333333333334,3,1.0,0.8958333333333334,0.89764208,0.44882104,Average,1,FT-Transformer,frozen_primary
R Powell,IPL,2024,2023,0.6676014,0.24742256,0.08497608,Batsman,8.35,0.0416666666666666,1,0.5,0.3709677419354839,0.41737472,0.20868736,Poor,1,FT-Transformer,frozen_primary
R Powell,PSL,2024,2023,0.4959468,0.3829869,0.12106624,Batsman,53.13,0.6,1,0.5,0.4558823529411764,0.62511938,0.31255969,Poor,1,FT-Transformer,frozen_primary
R Sai Kishore,IPL,2024,2023,0.5004763,0.19026457,0.30925912,Bowler,,,0,0.1667,0.1736111111111111,0.80878281,0.404391405,Poor,1,FT-Transformer,frozen_primary
R Shepherd,CPL,2024,2023,0.08427857,0.25041032,0.66531116,All-Rounder,78.709,1.0,3,1.0,0.631578947368421,1.58103264,0.79051632,Elite,1,FT-Transformer,frozen_primary
R Shepherd,IPL,2024,2023,0.5748705,0.27537084,0.14975862,Bowler,0.0,0.0204081632653061,1,0.1,0.1041666666666666,0.57488808,0.28744404,Poor,1,FT-Transformer,frozen_primary
R Tewatia,IPL,2024,2023,0.3913939,0.43776697,0.17083909,All-Rounder,40.61200000000001,0.0909090909090909,3,1.0,0.6136363636363636,0.7794451499999999,0.38972257499999996,Average,1,FT-Transformer,frozen_primary
R Vasconcelos,T20_Blast,2024,2023,0.14116858,0.4956474,0.36318406,Wicketkeeper-Batsman,74.53714285714285,0.8181818181818182,2,1.0,0.5681818181818182,1.22201552,0.61100776,Average,1,FT-Transformer,frozen_primary
RA Clarke,CPL,2024,2023,0.6534965,0.26250184,0.084001645,Batsman,,,0,0.0667,0.2083333333333333,0.43050513,0.215252565,Poor,1,FT-Transformer,frozen_primary
RA Jadeja,IPL,2024,2023,0.06181594,0.16558027,0.77260387,All-Rounder,74.09500000000001,0.9090909090909092,3,1.0,0.6136363636363636,1.71078801,0.855394005,Elite,1,FT-Transformer,frozen_primary
RA Reifer,CPL,2024,2023,0.4205804,0.43110743,0.1483122,All-Rounder,44.94600000000001,0.1578947368421052,3,1.0,0.631578947368421,0.72773183,0.363865915,Average,1,FT-Transformer,frozen_primary
RA Tripathi,IPL,2024,2023,0.14822589,0.46475375,0.38702038,Batsman,59.099,0.6041666666666666,3,1.0,0.7741935483870968,1.23879451,0.619397255,Average,1,FT-Transformer,frozen_primary
RA Whiteley,T20_Blast,2024,2023,0.5202427,0.36528224,0.11447506,Batsman,37.69500000000001,0.3246753246753247,3,1.0,0.7956989247311828,0.59423236,0.29711618,Poor,1,FT-Transformer,frozen_primary
RD Chahar,IPL,2024,2023,0.13320552,0.21497785,0.65181667,Bowler,66.95700000000002,0.6938775510204082,3,1.0,0.8194444444444444,1.5186111899999999,0.7593055949999999,Elite,1,FT-Transformer,frozen_primary
RD Gaikwad,IPL,2024,2023,0.09840574,0.42305177,0.47854245,Batsman,72.91300000000001,0.8958333333333334,3,1.0,0.7741935483870968,1.38013667,0.690068335,Elite,1,FT-Transformer,frozen_primary
RE van der Merwe,T20_Blast,2024,2023,0.088092,0.22876,0.683148,All-Rounder,73.688,0.7777777777777778,3,1.0,0.6190476190476191,1.595056,0.797528,Elite,1,FT-Transformer,frozen_primary
RF Higgins,T20_Blast,2024,2023,0.069090016,0.24157682,0.68933314,All-Rounder,67.21300000000001,0.6031746031746031,3,1.0,0.6190476190476191,1.6202431,0.81012155,Elite,1,FT-Transformer,frozen_primary
RG Sharma,IPL,2024,2023,0.104026064,0.39554143,0.50043255,Batsman,53.674000000000014,0.5208333333333334,3,1.0,0.7741935483870968,1.39640653,0.698203265,Elite,1,FT-Transformer,frozen_primary
RI Walker,T20_Blast,2024,2023,0.55340433,0.2505525,0.19604316,Bowler,24.195000000000004,0.1774193548387097,3,0.4667,0.3518518518518518,0.6426388199999999,0.32131940999999997,Poor,1,FT-Transformer,frozen_primary
RJ Burns,T20_Blast,2024,2023,0.61806196,0.29048726,0.09145078,Batsman,33.47749999999999,0.2857142857142857,2,1.0,0.7956989247311828,0.47338882000000004,0.23669441000000002,Poor,1,FT-Transformer,frozen_primary
RJ Das,T20_Blast,2024,2023,0.20755258,0.5353006,0.25714687,Batsman,42.04333333333334,0.4025974025974026,2,0.5333,0.3225806451612903,1.04959434,0.52479717,Average,1,FT-Transformer,frozen_primary
RJ Gleeson,T20_Blast,2024,2023,0.33725297,0.24574028,0.41700676,Bowler,74.22749999999999,0.7419354838709677,2,1.0,0.7962962962962963,1.0797538,0.5398769,Elite,1,FT-Transformer,frozen_primary
RJW Topley,IPL,2024,2023,0.5151163,0.21220715,0.27267656,Bowler,,,0,0.0333,0.0208333333333333,0.75756027,0.378780135,Poor,1,FT-Transformer,frozen_primary
RJW Topley,T20_Blast,2024,2023,0.26856533,0.2207682,0.51066643,Bowler,80.59,0.9516129032258064,1,1.0,0.7962962962962963,1.24210106,0.62105053,Elite,1,FT-Transformer,frozen_primary
RK Bhui,IPL,2024,2023,0.70085394,0.19837312,0.10077293,Batsman,,,0,0.0667,0.0403225806451612,0.39991898,0.19995949,Poor,1,FT-Transformer,frozen_primary
RK Patel,T20_Blast,2024,2023,0.1379791,0.48753953,0.37448138,Batsman,55.06666666666667,0.7012987012987013,2,1.0,0.7956989247311828,1.23650229,0.618251145,Average,1,FT-Transformer,frozen_primary
RK Singh,IPL,2024,2023,0.11971065,0.46833906,0.41195032,Batsman,70.29,0.8541666666666666,2,0.9667,0.532258064516129,1.2922396999999999,0.6461198499999999,Average,1,FT-Transformer,frozen_primary
RL Chase,CPL,2024,2023,0.094095476,0.3466852,0.5592193,All-Rounder,65.04700000000001,0.5789473684210527,3,1.0,0.631578947368421,1.4651238,0.7325619,Elite,1,FT-Transformer,frozen_primary
